fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11.72,0.768,0.31,2.69,0.219,8.7,24.7,0.99729,3.28,0.52,9.3,5
7.9,0.605,0.65,0.9,0.09,8.1,27.2,0.99929,3.36,0.7,9.3,5
7.36,0.662,0.07,2.52,0.15,7.2,18.4,0.99761,3.29,0.7,8.7,6
9.41,0.563,0.66,2.84,0.067,7.6,13.6,0.99551,3.42,0.72,10.8,6
7.57,0.76,0.06,3.44,0.064,6.1,34.2,0.99933,3.31,0.63,9.1,5
6.86,0.467,0.51,2.64,0.096,15.3,54.7,0.99608,3.25,0.64,11.7,6
7.99,1.039,0.27,3.97,0.06,6.1,23.9,0.99746,3.41,0.81,9.6,7
7.78,0.82,0.53,2.6,0.082,16.6,31.6,1.00017,3.26,0.7,9.2,5
11.67,0.289,0.1,3.73,0.06,15.4,55.7,0.99648,3.25,0.63,11.2,7
5.9,0.277,0.3,1.83,0.118,16.2,50.6,0.99934,3.37,0.67,9.0,7
8.8,0.406,0.57,4.62,0.089,3.8,6.3,0.99915,3.23,0.47,9.2,6
8.37,0.645,0.21,4.55,0.143,27.3,89.9,0.99619,3.52,0.63,10.9,6
10.3,0.796,0.58,6.75,0.068,6.8,30.3,0.99669,3.31,0.6,11.5,7
6.33,0.618,0.34,3.79,0.08,29.5,74.5,0.99571,3.38,0.64,11.1,7
9.62,0.793,0.35,3.78,0.101,2.3,13.7,0.99934,3.39,0.63,9.0,6
6.9,0.603,0.03,1.91,0.056,19.7,33.8,0.99481,3.35,0.48,10.7,5
8.73,0.512,0.36,1.41,0.071,8.6,26.1,0.99838,3.24,0.83,9.0,5
5.42,0.709,0.09,2.9,0.146,9.7,25.9,0.99578,3.28,0.62,10.8,6
7.09,0.425,0.08,1.07,0.072,11.2,18.3,0.99742,3.2,0.62,10.5,6
10.16,0.482,0.4,2.13,0.106,16.0,44.9,0.99699,3.3,0.67,10.7,5
8.07,0.482,0.0,2.4,0.135,6.5,25.9,0.99647,3.49,0.91,9.9,5
7.3,0.821,0.39,1.5,0.108,7.8,26.0,0.99729,3.43,0.61,9.8,5
7.19,0.49,0.0,3.93,0.07,18.2,46.5,0.99778,3.4,0.52,10.6,5
9.52,0.616,0.14,2.32,0.139,11.4,46.8,0.99605,3.4,0.59,9.8,5
9.63,0.671,0.34,2.43,0.203,8.4,16.8,0.99619,3.29,0.76,9.9,7
8.77,0.676,0.44,3.45,0.054,6.1,22.6,0.99685,3.44,0.87,10.2,7
6.53,0.615,0.44,1.27,0.137,40.7,101.3,0.99598,3.18,0.84,10.8,5
12.52,0.527,0.04,1.27,0.066,16.0,48.2,0.99833,3.35,0.38,8.7,5
9.35,0.629,0.38,1.64,0.17,17.1,58.8,0.99335,3.23,0.67,12.8,8
10.02,0.705,0.12,2.56,0.098,22.6,73.4,0.99968,3.36,0.61,8.7,5
6.44,0.705,0.41,2.72,0.087,10.8,29.8,0.99648,3.12,0.76,9.9,5
10.04,0.828,0.39,1.59,0.142,25.9,58.9,0.99619,3.37,0.61,11.1,6
5.87,0.537,0.66,1.48,0.075,17.2,60.0,0.99856,3.32,0.61,8.4,5
8.67,0.709,0.31,1.52,0.133,7.5,15.9,0.9982,3.26,0.58,8.4,5
7.37,0.488,0.21,2.58,0.125,6.8,23.8,0.99483,3.34,0.63,11.4,7
8.86,0.629,0.05,1.36,0.091,5.9,15.7,0.9948,3.35,0.55,11.5,6
7.52,0.42,0.09,1.19,0.099,16.7,35.1,0.9988,3.35,0.68,8.7,5
7.44,0.747,0.05,3.95,0.166,20.6,41.9,0.99682,3.25,0.78,10.0,5
11.4,0.799,0.36,2.61,0.061,42.5,126.8,0.99793,3.35,0.78,9.6,5
8.47,0.412,0.27,2.77,0.126,16.2,55.3,0.99495,3.4,0.33,11.1,6
7.4,0.687,0.07,1.76,0.075,20.5,58.4,0.99629,3.14,0.5,9.2,6
7.2,0.825,0.1,3.18,0.209,8.9,24.3,0.99689,3.22,0.63,9.7,5
7.91,0.877,0.15,4.41,0.075,18.6,66.4,0.99859,3.41,0.72,9.1,5
8.03,0.653,0.16,2.82,0.234,50.1,182.6,0.9984,3.12,0.62,9.3,5
7.24,0.757,0.0,2.2,0.137,19.7,62.9,0.99455,3.23,0.62,11.7,6
7.16,0.317,0.06,2.04,0.192,12.1,30.7,0.99926,3.31,0.73,8.4,5
9.95,0.579,0.44,1.35,0.062,3.4,10.3,0.99846,3.22,0.77,9.7,5
10.96,0.721,0.31,1.69,0.145,4.3,6.0,0.99717,3.07,0.73,9.5,5
7.25,0.601,0.25,4.09,0.112,6.7,11.0,0.99539,3.13,0.68,11.0,6
9.85,0.459,0.07,1.22,0.124,22.2,65.6,0.99457,3.37,0.39,10.4,6
8.64,0.835,0.22,2.77,0.116,17.7,68.8,0.99822,3.49,0.59,9.1,5
8.29,0.486,0.1,2.4,0.086,3.6,14.9,0.99672,3.35,0.67,10.3,5
9.42,0.735,0.23,3.69,0.364,25.6,66.2,0.99722,3.3,0.77,9.4,5
8.65,0.571,0.28,1.92,0.1,21.1,77.2,0.9982,3.39,0.74,9.3,5
8.14,0.577,0.25,1.08,0.066,36.2,95.8,0.99774,3.15,0.38,9.5,6
9.07,0.653,0.21,0.9,0.089,13.8,52.2,0.99552,3.19,0.54,11.1,5
11.16,0.49,0.35,1.18,0.074,12.1,38.9,0.99611,3.34,0.84,11.9,7
11.02,0.358,0.37,2.95,0.136,21.7,46.1,0.99718,3.28,0.46,10.4,6
7.17,0.323,0.23,1.29,0.112,4.7,9.0,0.99663,3.37,0.56,10.3,6
7.98,0.587,0.0,1.0,0.057,25.2,60.5,0.99935,3.42,0.55,9.3,5
6.61,0.574,0.08,2.14,0.216,34.5,110.2,0.99659,3.39,0.6,10.3,5
8.25,1.017,0.26,1.47,0.107,21.5,57.0,0.99555,3.15,0.67,10.7,6
8.46,0.351,0.02,3.09,0.14,4.6,10.3,0.99779,3.2,0.86,9.4,6
7.97,0.825,0.47,4.64,0.071,16.0,50.7,0.99786,3.37,0.57,9.6,6
9.86,0.653,0.09,1.01,0.108,9.8,45.9,0.99676,3.46,0.62,11.2,5
7.24,0.636,0.06,2.55,0.509,37.7,76.7,0.99979,3.27,0.73,8.4,5
7.47,0.71,0.62,3.05,0.078,44.3,115.6,0.99753,3.18,0.56,9.6,7
9.41,0.595,0.17,1.62,0.126,20.9,59.1,0.99665,3.34,0.66,10.0,5
5.21,0.521,0.83,2.75,0.164,15.9,38.9,0.99532,3.33,0.67,10.6,6
9.63,0.35,0.52,2.09,0.05,6.7,26.2,0.99602,3.34,1.0,11.7,7
7.18,0.652,0.25,2.43,0.337,24.1,74.7,0.99836,3.23,0.87,9.5,6
8.55,0.636,0.52,1.44,0.079,27.4,98.0,0.99729,3.27,0.67,10.3,5
10.09,0.624,0.27,1.4,0.176,14.1,40.3,0.99666,3.2,0.8,10.7,7
7.27,0.681,0.1,1.1,0.105,24.9,74.0,0.99873,3.19,0.64,9.2,5
8.53,0.394,0.25,1.0,0.164,15.1,35.1,0.99812,3.18,0.57,8.8,5
7.91,0.365,0.25,0.97,0.088,16.0,40.3,0.99557,3.34,0.64,10.3,7
8.37,0.468,0.57,1.32,0.093,4.3,6.0,0.99669,3.32,0.77,10.4,7
7.31,0.509,0.17,2.74,0.107,30.9,109.4,0.99782,3.34,0.87,10.4,7
6.56,0.685,0.23,1.04,0.044,10.6,34.3,0.99836,3.24,0.57,8.8,5
9.24,0.651,0.06,1.73,0.089,11.5,31.1,0.99788,3.38,0.61,10.0,5
5.42,0.596,0.36,4.37,0.085,9.2,42.8,0.99743,3.28,0.76,9.6,4
8.78,0.63,0.37,1.48,0.143,12.6,37.5,0.99541,3.28,0.61,11.2,5
11.08,0.39,0.55,1.47,0.093,6.7,20.7,0.99752,3.28,0.56,9.3,6
12.03,0.528,0.17,1.29,0.124,16.5,42.7,0.99659,3.33,0.75,10.6,7
7.66,0.559,0.46,3.56,0.057,9.8,26.5,0.99669,3.22,0.77,10.3,5
9.84,0.506,0.1,3.59,0.093,8.0,32.0,0.99801,3.09,0.7,9.6,5
9.8,0.736,0.49,2.99,0.269,4.0,15.8,0.99735,3.14,0.5,10.6,5
7.64,0.378,0.15,1.84,0.101,18.7,53.8,0.99756,3.3,0.66,9.6,5
11.46,0.333,0.21,3.26,0.163,25.0,87.5,0.99885,3.13,0.45,9.3,5
9.36,0.442,0.25,2.32,0.203,6.2,19.3,0.99807,3.3,0.48,9.4,5
9.04,0.728,0.32,4.05,0.132,26.7,83.0,0.99547,3.23,0.65,10.6,5
8.22,0.536,0.28,1.42,0.067,3.2,14.2,0.99388,3.14,0.84,12.2,6
8.76,0.819,0.41,1.97,0.12,9.1,24.8,0.99529,3.18,0.59,10.8,5
7.78,0.511,0.18,4.11,0.248,41.5,133.9,0.99944,3.4,0.58,8.8,5
6.22,0.463,0.63,0.9,0.26,4.6,11.5,0.99807,3.48,0.69,8.6,5
10.14,0.619,0.11,2.22,0.21,18.7,51.6,0.99662,3.41,0.66,9.3,5
6.84,0.477,0.2,2.63,0.171,24.3,65.9,0.99532,3.41,0.89,12.4,6
5.7,0.689,0.35,1.45,0.114,31.3,98.9,0.99685,3.25,0.58,10.7,4
6.6,0.611,0.45,1.04,0.107,34.1,113.6,0.99683,3.18,0.54,11.2,6
7.43,0.639,0.06,3.75,0.092,16.6,24.4,0.9978,3.23,0.77,9.3,5
8.5,0.197,0.11,4.88,0.068,49.9,149.7,0.99659,3.33,0.74,11.2,7
11.23,0.557,0.19,1.41,0.08,6.3,20.5,0.99728,3.1,0.52,9.9,7
7.75,0.725,0.11,2.58,0.311,15.1,47.1,0.99648,3.33,0.59,9.9,5
6.27,0.12,0.26,0.9,0.086,15.9,53.3,0.99941,3.29,0.41,9.6,5
7.54,0.698,0.3,1.73,0.108,22.3,60.3,0.99873,3.29,0.68,8.4,6
7.39,0.37,0.18,1.69,0.044,3.6,9.9,0.99494,3.15,0.63,11.7,7
6.03,0.382,0.34,1.89,0.124,20.2,51.7,0.99572,3.45,0.82,11.1,6
7.88,0.556,0.17,3.36,0.098,6.8,26.9,0.99975,3.17,0.96,8.8,6
7.14,0.683,0.02,2.32,0.074,4.3,6.0,0.99973,3.54,0.42,8.4,4
6.17,0.669,0.3,2.53,0.247,14.7,30.4,0.99682,3.43,0.72,10.0,5
9.12,0.727,0.27,1.26,0.19,15.8,49.7,0.99642,3.24,0.6,10.3,5
8.4,0.875,0.31,3.71,0.258,11.4,35.1,0.99705,3.26,0.34,8.7,4
5.59,0.832,0.7,1.81,0.058,26.4,75.5,0.99909,3.37,0.45,9.1,5
8.76,0.739,0.0,2.28,0.061,10.6,17.5,0.99877,3.17,0.62,8.5,6
7.57,0.254,0.06,1.19,0.16,11.7,26.7,0.99801,3.34,0.64,9.1,5
10.82,0.485,0.42,3.29,0.145,17.7,57.4,0.99588,3.2,0.7,10.9,7
8.56,0.462,0.56,0.9,0.128,15.6,30.9,0.99407,3.34,0.63,12.0,6
7.12,0.711,0.62,1.63,0.114,5.3,17.0,0.99829,3.29,0.41,9.4,5
6.11,0.349,0.0,3.48,0.071,11.7,42.5,1.00059,3.53,0.74,8.5,5
4.87,0.483,0.44,2.48,0.071,18.6,58.0,0.99665,3.21,0.51,9.8,6
10.17,0.678,0.08,0.98,0.093,13.7,49.2,0.99856,3.22,0.67,9.2,5
11.17,0.626,0.14,0.9,0.105,11.3,25.8,0.99747,3.5,0.7,9.5,6
8.06,0.792,0.22,2.73,0.058,12.5,46.9,0.99674,3.37,0.71,10.8,5
8.07,0.82,0.07,1.13,0.123,19.8,41.5,0.99556,3.29,0.68,10.1,6
6.21,0.565,0.1,0.95,0.209,18.3,40.2,0.99655,3.26,0.64,10.7,6
9.73,0.815,0.35,1.53,0.198,26.1,49.5,0.99824,3.23,0.8,8.9,5
8.76,0.75,0.02,1.78,0.184,29.3,87.0,0.99741,3.22,0.69,9.8,5
8.8,0.554,0.37,2.74,0.073,14.9,45.2,0.99737,3.37,0.69,9.4,6
8.78,0.479,0.11,2.0,0.102,24.0,70.8,0.99664,3.21,0.8,10.2,5
9.09,0.64,0.25,3.91,0.154,36.9,115.9,0.99655,3.03,0.79,10.4,5
6.93,0.625,0.5,3.26,0.072,12.0,32.2,0.99738,3.3,0.72,9.9,5
8.33,0.681,0.08,1.85,0.139,7.8,42.1,0.99758,3.41,0.6,9.6,5
7.05,0.28,0.32,1.09,0.122,23.0,61.6,0.9969,3.3,0.64,10.4,6
9.28,0.563,0.29,1.94,0.096,4.6,19.4,0.99634,3.34,0.8,11.0,6
10.41,0.46,0.11,2.11,0.079,20.1,51.9,0.99741,3.17,0.64,9.6,5
8.77,0.59,0.29,1.91,0.159,7.8,23.6,0.99863,3.38,0.73,8.5,5
6.01,0.873,0.33,2.69,0.175,32.7,113.5,0.99895,3.44,0.51,9.1,5
8.36,0.449,0.56,5.3,0.143,18.7,57.9,0.99812,3.32,0.77,8.8,5
11.97,0.24,0.4,1.99,0.061,7.7,7.2,0.99684,3.35,0.68,10.5,7
9.1,0.354,0.36,3.92,0.09,9.3,31.9,0.99471,3.36,0.72,11.4,7
